Column1;userName;content;score;reviewCreatedVersion
1984;A Google user;Pelayanannya cepat dan buatnya mudah.;5;1.0.14
1987;A Google user;mantap bareksa.. memudahkan investasi ke reksadana dan SUN.. sangat recommended buat investor pemula. Artikel² yg ditulis sangat membantu pemula seperti saya, begitu juga adanya simulasi investasi.. terus maju..!!! 🙏🙏🙏;5;1.0.14
1988;A Google user;cocok banget buat temen-temen yg pengetahuan tentang saham masih minim. disini kita hanya tinggal top up uang dan akan di manage oleh bareksa.;5;1.0.14
1993;A Google user;Overall bagus, hanya perlu sedikit saran untuk menambahkan fitur virtual account;5;1.0.14
1999;A Google user;aplikasi yang bermanfaat dalam berinvestasi;5;1.0.13
2002;A Google user;app tabungan mantull, mohon ditingkatkan lagi update dan kecepatan top up nya..;5;1.0.14
2003;A Google user;tolong diusahakan utk updat informasi di sore hari begitu dapat informasi penutupan dari bank, sehingga pelanggan bisa mendapatka. informsi lebih akurat dan mutakhir;5;1.0.14
2007;A Google user;nice app!;5;1.0.13
2009;A Google user;top..;5;1.0.13
2010;A Google user;good;5;1.0.13
2011;A Google user;nice;5;
2013;A Google user;Stable and helpful;5;1.0.13
2016;A Google user;fast, excellence apps;5;1.0.13
2019;A Google user;nice invest good team;5;1.0.13
2020;A Google user;good;5;1.0.13
2021;A Google user;good for investment;5;1.0.12
2034;A Google user;okeh bagus ini app nya works;5;1.0.12
2040;A Google user;don't hesitate to use this app...it's very recommended..;5;1.0.12
2048;A Google user;Good;5;1.0.12
2051;A Google user;okelah;5;1.0.6
2052;A Google user;saya baru menggunakan aplikasi ini. dan sebagai pengguna baru saya merasakan yang baik. disini saya membeli reksadana saham. dan baru berjalan 2 bulan.;5;1.0.12
2062;A Google user;akhirnya bisa jugaaa setelah berkutat begitu begini. 😁;5;1.0.11
2064;A Google user;wes bers;5;1.0.11
2068;A Google user;bagus;5;1.0.12
2070;A Google user;simple;5;1.0.11
2073;A Google user;bagus. mohon ditambahkan untuk trf nya bukan hanya di bank bca, namun juga bank lain seperti mandiri, bni dll.;5;1.0.11
2077;A Google user;best agen reksadana so far. Sempet ada problem salah nominal transfer tapi langsung dibantu dgn cepat. User friendly juga, cuma paling ditambah aja opsi transfer banknya biar lebih beragam.;5;1.0.11
2080;A Google user;Thanks to bareksa show me how easy to understood reksadana;5;1.0.11
2081;A Google user;good app;5;
2083;A Google user;user friendly!;5;1.0.11
2094;A Google user;This app really helps me monitor my investment.. It's easy to make a top up through the app as well..;5;1.0.11
2095;A Google user;sejauh ini memuaskan dan sangat membantu;5;1.0.11
2099;A Google user;So far so good;5;1.0.11
2103;A Google user;mantab;5;1.0.11
2126;A Google user;aplikasi yang cukup user friendly;5;1.0.11
2128;A Google user;Aplikasi berjalan dengan baik akan tetapi perlu di simple kan dalam hal user interface. Selain itu, perlu di tambahkan fitur untuk menyalin angka ataupun huruf sehingga pengguna lebih mudah untuk melakukan transaksi terutama saat penyalinan nomor rekening dan nomor order;5;1.0.11
2132;A Google user;Aplikasi yang dapat mengakomodir segala kebutuhan saya terkait reksadana, dilengkapi dengan artikel2 yang dapat meningkatkan pengetahuan reksadana. Selain itu, barometer reksadana bareksa juga sangat membantu dalam menentukan reksadana yang akan dibeli.;5;1.0.11
2133;A Google user;Cara mudah beli reksadana;5;1.0.11
2138;A Google user;bagus;5;
2145;A Google user;Sejauh ini aplikasinya oke, cs fast respond, dan sudah pernah buy and sell, prosesnya gak sampai t+7. Semoga bisa dipertahankan;5;1.0.11
2146;A Google user;aplikasi sudah sangat bagus, mungkin perlu promosi lg. yg ngeluhkan trf harus ke bca perlu diketahui pembelian saham di via mayoritas sekuritas indonesia pun pakai bca, biaya 6500 itu kecil sekali... jd kebangetan kalo masih ngeluhkan biaya transfer. Kalau gk mau rugi buat saja rekening bca;5;1.0.6
2151;A Google user;Pastikan ada chart progress pergerakan investment lbh menarik,;5;1.0.11
2153;A Google user;Bagus banget. Terutama buat yang pemula. Sama pelayananya sanhat bagusss fast reaspon. Recommended banget dah.;5;1.0.11
2155;A Google user;"app nya sudah sangat bagus. ada satu hal yg ingin saya tanyakan. kalau mau mulai top-up saldo apa harus menggunakan produk yg tercantum sbg ""top reksa dana"" atau bisa menggunakan produk lainnya? terima kasih.";5;1.0.11
2156;A Google user;bagus. aplikasi lancar di oneplus one android 6.0. update NAB setiap jam 6 pagi. saran aja buat developer, tampilan nab hari sblmnya ditampilkan sperti pada tampilan di bloomberg;5;1.0.10
2159;A Google user;Tolong next pembelian reksadana bisa melalui pembayaran virtual account agar lebih mudah;5;1.0.11
2162;A Google user;Sangat bagus aps nya. walau untuk skrng masih blm banyak fiturnya. tapi semenjak versi awal sampe skrng banyak updatenya, bug di solve dgn baik. Lebih untung reksadana dibanding tabungan bank. Untung dah kenal sama bareksa tahun 2016.;5;1.0.11
2164;A Google user;Easy to use and saving;5;1.0.6
2171;A Google user;Setelah update malah ga bisa buka kudu pake finger print pdhal blm ato ngaa ada ferivikasi Finger print gmn coba???? Tolong dunk di Perbaiki;5;1.0.10
2175;A Google user;Setelah 1.0.8, 1.0.9 bermasalah, akhirnya 1.0.10 lancar jaya di rooted nexus 5, AOSP Pie update october 2018, OpenGapps. Thanks;5;1.0.10
2181;A Google user;emang tiap smartphone punya sensor fingerprint? ini gak bisa di close di halaman awal;5;1.0.9
2183;A Google user;Yeeyyyy;5;1.0.9
2188;A Google user;I can invest in money market, cool!;5;1.0.8
2189;A Google user;Good;5;1.0.6
2190;A Google user;mantab mamen;5;1.0.6
2195;A Google user;Perbaikan aplikasi ketika error dan costumer service sangat cepat dan tanggap.;5;1.0.8
2198;A Google user;Very well made app. But there is a lot of room for improvement. my data and money is secure in professional hands;5;1.0.6
2204;A Google user;Terimakasi kak sangat membantu keuangan saya;5;1.0.6
2214;A Google user;Aplikasinya bagus, jika bisa tolong tambahkan fitur ketika kita melihat portfolio bisa tap nama reksadana langsung muncul detail nya.. Terima kasih;5;1.0.6
2221;A Google user;Good Customer Service! Pelayanan yg baik dan memuaskan 😉👍;5;1.0.6
2236;A Google user;Bagus, teruskan.;5;1.0.6
2238;A Google user;Keep update;5;1.0.6
2244;A Google user;Aplikasinya bagus dan sangat memudahkan untuk memantau produk reksadana;5;1.0.6
2260;A Google user;Good app, tambahin RDN dong biar ga nunggu h+1 buat invest;5;1.0.6
2265;A Google user;Sudah bagus;5;1.0.6
2269;A Google user;Aplikasi bagus tapi bagaimana cra mensyncronkan dengan reksadana tokopedia;5;1.0.6
2279;A Google user;All good;5;1.0.5
2281;A Google user;bersiap bersyariah;5;1.0.6
2282;A Google user;Keep the Good work for the application;5;1.0.6
2284;A Google user;Tampilan cakep, mudah juga pakainya. Sudah coba untuk redeem, gampang.;5;1.0.6
2285;A Google user;keseluruhan bagus kelemahannya hanya satu ... kalau mau topup masih konfirmasi manual. harusnya bisa d bikin otomatis;5;1.0.5
2286;A Google user;bagus, memudahkan, tp perlu pengembangan lagi;5;1.0.5
2289;A Google user;"Secara keseluruhan, bagus, simple dan mudah digunakan. Sayangnya Sering error. Pesan error: ""Unfotunately, .... has stop""";5;1.0.5
2293;A Google user;Sejauh ini mantap;5;1.0.5
2297;A Google user;maaf ini ko saya tidak bisa untuk.mendaftar di tekan lanjut pun tidak ada respon. terimakasih;5;1.0.5
2302;A Google user;Baru mau coba... verifikasi pembayaran manual banget. Coba upgrade dengan virtual account dong.;5;1.0.5
2304;A Google user;Good App for Mutual Fund;5;1.0.5
2310;A Google user;Gak bisa nyambung sama akun yang di Bukalapak ya?;5;
2313;A Google user;Fitur Pembayaran tambahin dong kemudahannya.;5;1.0.5
2316;A Google user;Sudah bagus, tapi lebih bagus kalo diberi pengaman berupa memasukan pin atau scan sidik jari. Agar setelah log in tidak takut ada yang buka app ini sembarangan, atau tidak perlu log out setiap akan keluar app. Terimakasih;5;1.0.5
2317;A Google user;Tinggal tambah menu utk murni Beli Saham aja nih... ^_^;5;1.0.5
2318;A Google user;Kalo bisa tambahin pin/fingerprint buat buka app. Kayak app paypal. Biar ga gampang diintip orang lain;5;1.0.5
2319;A Google user;Smooth great;5;1.0.5
2322;A Google user;I couldn't log in to my account,  it says couldn't access databases.  Can u fix it?;5;1.0.5
2323;A Google user;Aplikasinya bagus banget apalagi kita bisa simulasi dan gk perlu ngitung sendiri;5;1.0.5
2326;A Google user;Keren vanget.;5;1.0.4
2328;A Google user;tambahin fitur keamanannya dong, akses ke bagian profile/porto harus pake PIN gitu;5;1.0.1
2330;A Google user;This app is surprisingly good and smooth, but I don't see the capability to sort based on MTD, 3 month, 1 year ago, etc. Overall, it is good but some capabilities such as said should be added for more advanced experience.;5;1.0.4
2331;A Google user;Bagus sekali. Interface nya mudah digunakan, investasi nya bisa pindahkan ke investasi yang lain, jadi tidak perlu jual dulu dan beli lagi.  Yang perlu di perbaiki waktu untuk update transaksinya, kalau bisa jangan sampai 24 jam;5;1.0.4
2332;A Google user;App sudah bagus, hanya saja kurang fitur laporan peningkatan/penurunan portofolio dalam bulanan, kuartal, maupun tahunan baik per satuan maupun keseluruhan portofolio.;5;1.0.4
2333;A Google user;Puas transaksi di Bareksa, CS/admin responsif. Sejauh ini belum ada masalah. App juga cukup user friendly. Semoga ke depannya lebih baik & maju.;5;1.0.4
2334;A Google user;Akhirnya muncul juga di playstore, daripada capek2 buka browser kan enakan pake aplikasi gini.. semoga makin maju bareksa 👍;5;
2335;A Google user;Aplikasi yang well built dan simple. Request metode pembayaran BCA KlikPay dong :);5;1.0.3
2336;A Google user;Untuk Yang mengalsmi kendaka top up ganti Bahasa handphone anda;5;1.0.3
2338;A Google user;Nice place for start investment;5;1.0.3
2340;A Google user;Akhirnya masuk playstore juga, ampir aj pindah ke sebelah, App sudah bagus, tinggal dikembangkan sesuai kemauan user disini,  Pilihan transfer lewat mandiri ecash juga belum ada kynya;5;1.0.3
2341;A Google user;Interface bagus, customer service cepat tanggap. Namun ke depannya, tolong tambahkan fitur agar dapat konfirmasi pembayaran melalui gallery.;5;1.0.3
2342;A Google user;Tampilannya keren. Sedikit saran saja, di menu top up tidak ada metode pembayaran lewat e-cash. One more thing, di menu transaksi yg sudah selesai tolong dibuat jumlah nab/unit yg diorder. Terima kasih :);5;1.0.3
2344;A Google user;Tolong ditambahkan menu pembayaran lewat mandiri ecash , dan konfirmasi pembayaran seharusnya bisa kita ambil dari galery foto , bukan di foto ulang. Ayo dong jangan kalah sama aplikasi sebelah , lebih komplit lagi dalam menu dan berita informasinya. Makasih.;5;1.0.3
2345;A Google user;investasi peraonal jadi lebih mudah;5;1.0.3
2346;A Google user;Suka dgn app nya, bisa update profile, cek portfolio, melakukan pembelian dan konfirmasi dgn lebih cepat, hanya snap foto dan selesai. Cuma jgn keseringan update dong, masa baru update, udah update lagi besoknya. Baiknya ditunggu dan di cek apakah update sudah stabil.;5;1.0.2
2349;A Google user;Mantab... akhirnya ada aplikasi... good job;5;1.0.2
2350;A Google user;Akhirnyaaaa... ada juga app nya. Belum dicoba. Semoga lancar jaya..;5;
2352;A Google user;Tampilannya cakep banget. Memudahkan untuk topup lewat hp juga. Mantap;5;1.0.2
2353;A Google user;Finally setelah sekian lama!!!! Good job bareksa team;5;1.0.2
2354;A Google user;Bagus.. semoga makin berkembang.. saran agar ditambah instrumen ivestnya ke pembelian saham langsung agar bisa nabung saham..;5;1.0.2
2358;A Google user;Akhirnya ada mobile app;5;
2359;A Google user;yey akhirnya ada di play store terima kasih bareksa;5;
2360;A Google user;Pasti bintang 5 untuk bareksa. Mohon ditambah info fee jual beli agar kami tahu mana saja RD yang gratis.;5;1.0.2
2362;A Google user;Aplikasinya joss,jadi cepat pantau portofolio,usul dikembangkan supaya bisa trading saham,jadi saya ga perlu pake aplikasi tetangga yang baru itu loo.;5;1.0.2
2363;A Google user;Mantap Bareksa, app nya kekinian dan informatif;5;1.0.2
2364;A Google user;Akhirnya..setelah ditunggu2..muncul juga mobile app nya..terus kembangin biar tambah oke aplikasinya.. Good..;5;
2365;A Google user;Great! keep moving forward bareksa 😀;5;1.0.2
2366;A Google user;Akhirnyaa yg di tunggu2 tibaa!;5;1.0.2
2368;A Google user;asek ada mobile nya;5;1.0.2
2369;A Google user;TERBAIK;5;1.0.2
2370;A Google user;Bintang 5 nih;5;1.0.2
2371;A Google user;asik nih jadi ga ribet;5;1.0.1
2372;A Google user;Tampilan bagus, langsung mudah diakses. Moga makin berkembang dengan banyak fitur lainnya;5;
2373;A Google user;Wah akhirnya yang ditunggu2 datang juga. Good job Bareksa :D;5;1.0.1
2375;A Google user;Aplikasi yang sangat membantu bagi investor pemula. Terimakasih bareksa!;5;1.0.0
2376;A Google user;Love it!;5;1.0.0
2379;A Google user;Masih terdapat bug di kolom isian  pilihan Data Lainnya saat pendaftaran;5;1.0.0
2380;A Google user;Simple apps for investing, try it!;5;1.0.0
2381;A Google user;Aplikasinya bagus banget, makin mudah buat beli Reksadana dan tau perkembangan nya setiap hari.. Aplikasi zaman now 😍😍;5;1.0.0
2382;A Google user;wah ini yg gw tunggu, beli reksadana di bareksa jadi lebih gampang..;5;1.0.0
2383;A Google user;Great apps. Easy to buy and sell mutualfunds as well as monitoring the growth.;5;1.0.0
2384;A Google user;Gokiils;5;1.0.0
2385;A Google user;This is one of best fintech apps for a while. Really light on my phone and ease to use;5;1.0.0
2386;A Google user;Kereeennn neh aplikasi..... Mantau portofolio dan beli reksadana jadi lebih mudah. Bareksa mantapppp.....;5;1.0.0
2387;A Google user;Really cool apps, investing made easy. Should definitely try.;5;1.0.0
;" dan takut salah input""";5;106;
;" terima kasih""";3;106;
;" masa kalah sama sebelah.""";4;106;
;" 1* sampe problem fix""";1;106;
;" Karena setiap deposit terkena beban transfer""";3;106;
;" jadul banget itu.""";4;106;
2072;A Google user;Bagus sih. Cman fitur bayarnya kalah sama supermarket sebelah. Lebih bagus ;;
;;;;
;3;1.0.11;;
2222;A Google user;Ini sama dengan yg di toped kah? Klo udah ada ditoped trs sy pgn instal apk ;;
;;;;
;4;;;
2223;A Google user;Kenapa ada beberapa reksadana yang sudah tidak muncul lagi ya..padahal.saya ;;
;3;1.0.6;;
2224;A Google user;Verifikasi telepon selalu tidak bisa, karena kode yg dikirim lewat SMS ;;
;2;;;
2225;A Google user;Waktu pencairan dana ke rekening cukup lama..kedepannya di percepat bahkan ;;
;5;1.0.6;;
2226;A Google user;Saya sudah coba daftar sesuai prosedur, tapi belum dikirim kirim verifikasi ;;
;4;1.0.6;;
2228;A Google user;Saran, coba ada fitur copy untuk nomer order dan no rekening,, buat hape yg ;;
2229;A Google user;When trying to sign up, upload the photo but nothing happen. Photo didn't ;;
;1;1.0.6;;
2230;A Google user;Fitur di website banyak yang tidak dapat diakses melalui aplikasi, mohon ;;
; melihat harga harian; jgn ;;
;3;1.0.6;;
2231;A Google user;Ditingkatkan lagi fitur-fitur barunya, UI / UX nya harus di redesign lagi, ;;
;;;;
;5;1.0.6;;
2232;A Google user;Pendaftarannya kok lama ya gan ? Ga ad kabar/ respon sama sekali .. kecewa ;;
;3;1.0.6;;
2235;A Google user;Aplikasinya bagus. Bisa memonitor perkembangan reksadana setiap saat, ;;
;5;1.0.6;;
2237;A Google user;Memudahkan investasi. Tidak perlu mendaftar ke salah satu sekuritas. ;;
;;;;
;;;;
;4;1.0.6;;
2239;A Google user;Aplikasi simple dan fast load...sayang pembayanny msh pake manual hehehe ;;
;3;1.0.6;;
2241;A Google user;Aplikasinya sering force close terutama kalo lagi lihat produk reksadana, ;;
; ;;;
2243;A Google user;Bagus, mudah digunakan dan simple, sy sdh beli 2 RD lewat app ini, masukan ;;
; beli beberapa ;;;
;;;;
;;;;
2245;A Google user;registrasi akun di bareksa udah 3 minggu belum di verifikasi dan approve ;;
;1;1.0.6;;
2246;A Google user;Sudah bagus,lebih baik lagi kalau di portofolio tiap unit RD di tampilkan ;;
;;;;
;4;1.0.6;;
2248;A Google user;Bareksa akan bisa lebih baik lagi seandainya metode pembayaran tidak hanya ;;
;2;;;
2249;A Google user;Selesai registrasi tidak ada info apapun melalui email. Sudah lama menunggu ;;
;1;1.0.6;;
2250;A Google user;Overall good , tolong diperbaiki registrasi awal untuk memasukkan tanggal ;;
;3;1.0.6;;
2251;A Google user;Good app, tapi ada keanehan, portofolio saya yg di web bareksa dan di ;;
;;;;
;;;;
;4;1.0.6;;
2252;A Google user;Kesulitan di registrasinya, gagal mlulu di verivikasinya. , trus untuk top ;;
